PORCENTAJE DE LOGRO,NEM,PSU LENGUAJE,Extranjero,HC DIURNO,HC NOCTURNO,Municipal,Particular,Subvencionado,TP COMERCIAL,TP INDUSTRIAL,5% Colegios Municipalizados,BEA (BECA EXCELENCIA ACADÉMICA),Bachillerato,DEPORTISTA DESTACADO,EDT,EQUIDAD DE GÉNERO,PAA o PSU,PACE,S/I,SIPEE
0.5416666666666666,628.0,711.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,698.0,646.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5625,683.0,684.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.5625,683.0,711.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5625,683.0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,680.0,612.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,673.0,726.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,673.0,660.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,670.0,711.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,665.0,672.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,665.0,620.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,663.0,563.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,663.0,660.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,660.0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,658.0,711.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,658.0,630.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,655.0,743.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,655.0,760.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5625,653.0,697.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,653.0,563.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5625,650.0,620.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5625,648.0,620.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,648.0,650.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,648.0,743.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,648.0,612.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,645.0,579.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,645.0,586.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,633.0,620.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,628.0,660.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,625.0,612.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5625,625.0,711.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5625,613.0,612.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,748.0,568.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5833333333333334,662.0,729.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.5833333333333334,659.0,694.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.5833333333333334,685.0,697.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,683.0,660.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,683.0,586.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,675.0,639.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,673.0,571.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,673.0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5833333333333334,673.0,612.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,670.0,672.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5833333333333334,670.0,726.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,670.0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,665.0,595.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5833333333333334,663.0,603.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,663.0,760.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,663.0,711.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5833333333333334,660.0,711.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,658.0,711.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,658.0,603.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,655.0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,653.0,612.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,653.0,630.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,648.0,595.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,648.0,650.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,648.0,571.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,645.0,639.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,645.0,630.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5833333333333334,645.0,697.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,645.0,773.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,645.0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,645.0,684.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,643.0,773.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5833333333333334,643.0,556.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,643.0,595.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,638.0,672.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,635.0,711.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,633.0,579.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5833333333333334,630.0,620.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,625.0,726.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.5833333333333334,625.0,579.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5833333333333334,623.0,556.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,623.0,639.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,620.0,595.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5833333333333334,613.0,630.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5833333333333334,613.0,571.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,678.0,663.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.6041666666666666,661.0,626.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6041666666666666,649.0,669.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6041666666666666,698.0,650.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,685.0,711.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,678.0,660.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,675.0,726.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,673.0,586.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.6041666666666666,673.0,502.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,670.0,684.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,670.0,711.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,670.0,697.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,668.0,650.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,665.0,595.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,665.0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6041666666666666,665.0,650.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,665.0,639.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,660.0,571.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.6041666666666666,660.0,650.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,660.0,660.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.6041666666666666,658.0,743.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,655.0,697.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,655.0,620.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,650.0,660.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,650.0,684.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,650.0,620.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,648.0,595.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6041666666666666,648.0,743.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,645.0,612.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,645.0,660.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6041666666666666,643.0,697.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6041666666666666,643.0,630.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,640.0,603.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,638.0,726.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,635.0,586.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,635.0,672.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6041666666666666,635.0,650.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,633.0,697.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,625.0,697.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,625.0,697.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,623.0,556.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,625.0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,625.0,650.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,620.0,549.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,620.0,630.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,618.0,711.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6041666666666666,618.0,660.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,740.0,560.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.625,738.0,626.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.625,626.0,710.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.625,685.0,711.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,685.0,630.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,683.0,672.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,675.0,697.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,675.0,743.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,675.0,697.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,670.0,612.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.625,670.0,726.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,670.0,697.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,668.0,571.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.625,668.0,639.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,665.0,620.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,663.0,620.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,660.0,650.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,660.0,672.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,658.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,655.0,660.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,653.0,743.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,653.0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,653.0,711.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,653.0,660.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,653.0,773.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,648.0,639.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,645.0,595.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,645.0,549.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,645.0,697.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,640.0,639.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,640.0,711.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,640.0,697.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,640.0,612.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,638.0,639.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,638.0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,635.0,630.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.625,633.0,639.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,633.0,773.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,630.0,760.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,625.0,571.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,620.0,697.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,618.0,684.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,618.0,579.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,613.0,672.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.625,613.0,630.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.625,608.0,603.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.625,600.0,650.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6458333333333334,702.0,626.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6458333333333334,696.0,710.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6458333333333334,653.0,560.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6458333333333334,685.0,760.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6458333333333334,685.0,612.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6458333333333334,685.0,711.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6458333333333334,683.0,760.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6458333333333334,683.0,672.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6458333333333334,680.0,711.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6458333333333334,680.0,711.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
